text,category
Passengers of flight AI201 please note the delay,Delay
Gate changed from 8 to 19 for flight AI127,Gate Change
Airport emergency protocol has been activated,Emergency
Gate update for flight AI683,Gate Change
Departure announcement for flight AI366 to Chennai,Departure
Gate update for flight AI471,Gate Change
Passengers of flight AI972 please note the delay,Delay
Passengers for flight AI312 to Kolkata proceed to gate 19,Departure
Passengers arriving on flight AI596 from Chennai may collect baggage,Arrival
Final boarding call for flight AI940,Boarding
Flight AI934 has successfully landed from Singapore,Arrival
Departure announcement for flight AI317 to Kolkata,Departure
Flight AI898 to Delhi is ready for departure,Departure
Flight AI954 has successfully landed from Delhi,Arrival
Flight AI589 from Dubai has arrived,Arrival
Passengers may now board flight AI856,Boarding
Boarding started for flight AI816 at gate 3,Boarding
Passengers for flight AI948 to London proceed to gate 8,Departure
Due to weather conditions flight AI349 has been delayed,Delay
Flight AI758 from Dubai has arrived,Arrival
Departure announcement for flight AI829 to Chennai,Departure
Passengers for flight AI264 to London proceed to gate 1,Departure
Boarding started for flight AI998 at gate 18,Boarding
Airport emergency protocol has been activated,Emergency
Passengers for flight AI199 please proceed to gate 19,Gate Change
Security alert reported near terminal,Emergency
Flight AI650 to Chennai is ready for departure,Departure
Due to weather conditions flight AI579 has been delayed,Delay
Airport emergency protocol has been activated,Emergency
Flight AI119 from Singapore has arrived,Arrival
Flight AI525 departure gate has been changed,Gate Change
Flight AI365 departure gate has been changed,Gate Change
Flight AI403 has successfully landed from Singapore,Arrival
Emergency evacuation required immediately,Emergency
Flight AI999 bound for London will depart shortly,Departure
Due to weather conditions flight AI632 has been delayed,Delay
Passengers of flight AI224 please note the delay,Delay
Emergency evacuation required immediately,Emergency
Flight AI272 from Delhi has arrived,Arrival
Arrival completed for flight AI517 from Delhi,Arrival
Airport emergency protocol has been activated,Emergency
Gate changed from 10 to 16 for flight AI890,Gate Change
Flight AI312 to Kolkata is delayed by 31 minutes,Delay
Flight AI255 departure gate has been changed,Gate Change
Arrival completed for flight AI365 from Singapore,Arrival
Gate update for flight AI275,Gate Change
Passengers arriving on flight AI201 from London may collect baggage,Arrival
Passengers of flight AI494 please note the delay,Delay
Arrival completed for flight AI229 from Mumbai,Arrival
Flight AI435 bound for Bangalore will depart shortly,Departure
Security alert reported near terminal,Emergency
Gate update for flight AI898,Gate Change
Passengers for flight AI539 to Chennai proceed to gate 12,Departure
Gate update for flight AI407,Gate Change
Passengers for flight AI246 to Chennai proceed to gate 10,Departure
Due to weather conditions flight AI565 has been delayed,Delay
Flight AI341 to Chennai is delayed by 76 minutes,Delay
Flight AI534 from Pune has arrived,Arrival
Passengers are requested to follow emergency procedures,Emergency
Flight AI709 from Kolkata has arrived,Arrival
Emergency evacuation required immediately,Emergency
Flight AI166 bound for Mumbai will depart shortly,Departure
Flight AI334 departure gate has been changed,Gate Change
Passengers for flight AI368 please proceed to gate 19,Gate Change
Flight AI416 from Dubai has arrived,Arrival
Emergency evacuation required immediately,Emergency
Flight AI366 to Mumbai is ready for departure,Departure
Departure announcement for flight AI250 to Chennai,Departure
Passengers may now board flight AI288,Boarding
Boarding started for flight AI702 at gate 17,Boarding
Boarding started for flight AI227 at gate 14,Boarding
Passengers arriving on flight AI470 from Hyderabad may collect baggage,Arrival
Emergency evacuation required immediately,Emergency
Flight AI249 to Singapore is ready for departure,Departure
Flight AI899 departure gate has been changed,Gate Change
Arrival completed for flight AI541 from Mumbai,Arrival
Passengers of flight AI816 please note the delay,Delay
Passengers may now board flight AI776,Boarding
Emergency evacuation required immediately,Emergency
Passengers arriving on flight AI594 from Chennai may collect baggage,Arrival
Security alert reported near terminal,Emergency
Flight AI399 bound for Hyderabad will depart shortly,Departure
Flight AI422 from Bangalore has arrived,Arrival
Flight AI990 to Dubai is delayed by 73 minutes,Delay
Emergency evacuation required immediately,Emergency
Passengers for flight AI120 to Kolkata proceed to gate 11,Departure
Final boarding call for flight AI367,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI340 has successfully landed from London,Arrival
Due to weather conditions flight AI816 has been delayed,Delay
Due to weather conditions flight AI671 has been delayed,Delay
Final boarding call for flight AI505,Boarding
Flight AI942 from Delhi has arrived,Arrival
Flight AI684 to London is ready for departure,Departure
Flight AI993 bound for London will depart shortly,Departure
Passengers are requested to follow emergency procedures,Emergency
Departure announcement for flight AI510 to London,Departure
Flight AI756 departure gate has been changed,Gate Change
Flight AI299 to Mumbai is ready for departure,Departure
Gate update for flight AI331,Gate Change
Flight AI292 from Dubai has arrived,Arrival
Passengers for flight AI355 please proceed to gate 13,Gate Change
Passengers for flight AI320 to Mumbai proceed to gate 15,Departure
Gate update for flight AI280,Gate Change
Passengers for flight AI939 please proceed to gate 16,Gate Change
Boarding announcement for flight AI614,Boarding
Flight AI632 from Delhi has arrived,Arrival
Emergency evacuation required immediately,Emergency
Passengers arriving on flight AI707 from Bangalore may collect baggage,Arrival
Passengers arriving on flight AI191 from Hyderabad may collect baggage,Arrival
Flight AI515 from Mumbai has arrived,Arrival
Passengers arriving on flight AI111 from Singapore may collect baggage,Arrival
Final boarding call for flight AI814,Boarding
Arrival completed for flight AI322 from Pune,Arrival
Flight AI958 from Bangalore has arrived,Arrival
Boarding started for flight AI214 at gate 11,Boarding
Gate changed from 3 to 15 for flight AI774,Gate Change
Passengers of flight AI295 please note the delay,Delay
Passengers of flight AI911 please note the delay,Delay
Gate changed from 1 to 16 for flight AI543,Gate Change
Emergency evacuation required immediately,Emergency
Passengers for flight AI388 to Hyderabad proceed to gate 19,Departure
Flight AI186 has successfully landed from Hyderabad,Arrival
Flight AI388 from Chennai has arrived,Arrival
Arrival completed for flight AI819 from Chennai,Arrival
Flight AI217 scheduled for Bangalore is delayed,Delay
Due to weather conditions flight AI128 has been delayed,Delay
Flight AI966 to Hyderabad is ready for departure,Departure
Flight AI537 from Bangalore has arrived,Arrival
Boarding started for flight AI628 at gate 3,Boarding
Due to weather conditions flight AI441 has been delayed,Delay
Passengers of flight AI985 please note the delay,Delay
Security alert reported near terminal,Emergency
Due to weather conditions flight AI875 has been delayed,Delay
Flight AI206 from Dubai has arrived,Arrival
Flight AI449 departure gate has been changed,Gate Change
Passengers may now board flight AI231,Boarding
Final boarding call for flight AI663,Boarding
Flight AI610 from Pune has arrived,Arrival
Arrival completed for flight AI705 from Delhi,Arrival
Passengers arriving on flight AI243 from Hyderabad may collect baggage,Arrival
Boarding announcement for flight AI746,Boarding
Flight AI361 from Bangalore has arrived,Arrival
Boarding started for flight AI484 at gate 7,Boarding
Final boarding call for flight AI657,Boarding
Passengers may now board flight AI334,Boarding
Flight AI460 to London is delayed by 13 minutes,Delay
Flight AI412 to Hyderabad is delayed by 53 minutes,Delay
Passengers for flight AI145 please proceed to gate 16,Gate Change
Boarding started for flight AI954 at gate 11,Boarding
Airport emergency protocol has been activated,Emergency
Boarding started for flight AI374 at gate 14,Boarding
Passengers for flight AI558 to Bangalore proceed to gate 15,Departure
Departure announcement for flight AI163 to Delhi,Departure
Gate changed from 5 to 15 for flight AI651,Gate Change
Departure announcement for flight AI441 to Chennai,Departure
Final boarding call for flight AI243,Boarding
Flight AI852 to Bangalore is ready for departure,Departure
Passengers for flight AI852 to Dubai proceed to gate 4,Departure
Flight AI427 has successfully landed from Delhi,Arrival
Airport emergency protocol has been activated,Emergency
Passengers of flight AI308 please note the delay,Delay
Flight AI406 from Delhi has arrived,Arrival
Flight AI900 scheduled for Hyderabad is delayed,Delay
Gate update for flight AI669,Gate Change
Boarding announcement for flight AI171,Boarding
Passengers may now board flight AI855,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI198 to Hyderabad is delayed by 25 minutes,Delay
Flight AI304 scheduled for Delhi is delayed,Delay
Flight AI518 bound for Bangalore will depart shortly,Departure
Final boarding call for flight AI698,Boarding
Passengers are requested to follow emergency procedures,Emergency
Flight AI883 to Pune is delayed by 45 minutes,Delay
Flight AI331 scheduled for Bangalore is delayed,Delay
Due to weather conditions flight AI732 has been delayed,Delay
Passengers arriving on flight AI470 from Chennai may collect baggage,Arrival
Due to weather conditions flight AI585 has been delayed,Delay
Arrival completed for flight AI141 from Singapore,Arrival
Security alert reported near terminal,Emergency
Flight AI167 to London is delayed by 105 minutes,Delay
Emergency evacuation required immediately,Emergency
Boarding announcement for flight AI460,Boarding
Flight AI323 bound for Mumbai will depart shortly,Departure
Gate changed from 5 to 19 for flight AI997,Gate Change
Flight AI794 scheduled for Pune is delayed,Delay
Due to weather conditions flight AI672 has been delayed,Delay
Passengers of flight AI214 please note the delay,Delay
Passengers arriving on flight AI605 from Kolkata may collect baggage,Arrival
Flight AI635 has successfully landed from Chennai,Arrival
Flight AI966 bound for Dubai will depart shortly,Departure
Due to weather conditions flight AI570 has been delayed,Delay
Gate update for flight AI454,Gate Change
Boarding announcement for flight AI843,Boarding
Emergency evacuation required immediately,Emergency
Flight AI952 to Singapore is ready for departure,Departure
Flight AI503 scheduled for Mumbai is delayed,Delay
Flight AI370 has successfully landed from Mumbai,Arrival
Flight AI233 scheduled for Hyderabad is delayed,Delay
Flight AI409 scheduled for Kolkata is delayed,Delay
Final boarding call for flight AI101,Boarding
Flight AI752 has successfully landed from Bangalore,Arrival
Flight AI226 to Bangalore is ready for departure,Departure
Gate changed from 3 to 17 for flight AI845,Gate Change
Flight AI547 bound for Dubai will depart shortly,Departure
Flight AI575 scheduled for Dubai is delayed,Delay
Flight AI692 to Delhi is delayed by 32 minutes,Delay
Passengers are requested to follow emergency procedures,Emergency
Boarding announcement for flight AI192,Boarding
Flight AI894 departure gate has been changed,Gate Change
Flight AI834 scheduled for Kolkata is delayed,Delay
Passengers for flight AI987 please proceed to gate 16,Gate Change
Emergency evacuation required immediately,Emergency
Security alert reported near terminal,Emergency
Passengers arriving on flight AI296 from Bangalore may collect baggage,Arrival
Boarding started for flight AI458 at gate 19,Boarding
Flight AI586 from Singapore has arrived,Arrival
Due to weather conditions flight AI728 has been delayed,Delay
Arrival completed for flight AI853 from Hyderabad,Arrival
Flight AI227 from Delhi has arrived,Arrival
Boarding started for flight AI383 at gate 7,Boarding
Departure announcement for flight AI108 to Bangalore,Departure
Flight AI310 has successfully landed from London,Arrival
Flight AI134 to Singapore is ready for departure,Departure
Departure announcement for flight AI151 to Bangalore,Departure
Flight AI486 scheduled for Delhi is delayed,Delay
Flight AI833 to Mumbai is delayed by 22 minutes,Delay
Passengers for flight AI289 to Kolkata proceed to gate 1,Departure
Gate changed from 7 to 12 for flight AI925,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Passengers for flight AI251 please proceed to gate 12,Gate Change
Passengers for flight AI189 to Delhi proceed to gate 13,Departure
Flight AI422 to Hyderabad is delayed by 88 minutes,Delay
Passengers arriving on flight AI945 from Bangalore may collect baggage,Arrival
Airport emergency protocol has been activated,Emergency
Passengers for flight AI238 to Bangalore proceed to gate 1,Departure
Passengers of flight AI276 please note the delay,Delay
Flight AI863 from Kolkata has arrived,Arrival
Passengers are requested to follow emergency procedures,Emergency
Flight AI234 departure gate has been changed,Gate Change
Passengers for flight AI895 please proceed to gate 20,Gate Change
Passengers for flight AI922 to Mumbai proceed to gate 7,Departure
Boarding announcement for flight AI830,Boarding
Passengers for flight AI671 please proceed to gate 11,Gate Change
Due to weather conditions flight AI228 has been delayed,Delay
Gate changed from 1 to 16 for flight AI279,Gate Change
Passengers arriving on flight AI497 from Kolkata may collect baggage,Arrival
Passengers are requested to follow emergency procedures,Emergency
Passengers arriving on flight AI307 from London may collect baggage,Arrival
Airport emergency protocol has been activated,Emergency
Passengers arriving on flight AI838 from Dubai may collect baggage,Arrival
Airport emergency protocol has been activated,Emergency
Arrival completed for flight AI951 from Delhi,Arrival
Departure announcement for flight AI121 to Chennai,Departure
Final boarding call for flight AI779,Boarding
Final boarding call for flight AI325,Boarding
Security alert reported near terminal,Emergency
Due to weather conditions flight AI622 has been delayed,Delay
Passengers are requested to follow emergency procedures,Emergency
Boarding started for flight AI740 at gate 4,Boarding
Emergency evacuation required immediately,Emergency
Security alert reported near terminal,Emergency
Due to weather conditions flight AI909 has been delayed,Delay
Gate changed from 3 to 20 for flight AI260,Gate Change
Passengers may now board flight AI614,Boarding
Security alert reported near terminal,Emergency
Emergency evacuation required immediately,Emergency
Emergency evacuation required immediately,Emergency
Airport emergency protocol has been activated,Emergency
Gate changed from 10 to 17 for flight AI721,Gate Change
Airport emergency protocol has been activated,Emergency
Passengers are requested to follow emergency procedures,Emergency
Passengers arriving on flight AI698 from Pune may collect baggage,Arrival
Flight AI361 departure gate has been changed,Gate Change
Boarding started for flight AI378 at gate 3,Boarding
Flight AI589 departure gate has been changed,Gate Change
Airport emergency protocol has been activated,Emergency
Due to weather conditions flight AI384 has been delayed,Delay
Passengers are requested to follow emergency procedures,Emergency
Boarding started for flight AI533 at gate 19,Boarding
Arrival completed for flight AI216 from Kolkata,Arrival
Boarding started for flight AI176 at gate 13,Boarding
Final boarding call for flight AI949,Boarding
Flight AI225 scheduled for London is delayed,Delay
Airport emergency protocol has been activated,Emergency
Due to weather conditions flight AI777 has been delayed,Delay
Flight AI454 to Hyderabad is delayed by 37 minutes,Delay
Passengers may now board flight AI591,Boarding
Flight AI620 bound for Delhi will depart shortly,Departure
Passengers are requested to follow emergency procedures,Emergency
Flight AI540 has successfully landed from Mumbai,Arrival
Passengers are requested to follow emergency procedures,Emergency
Flight AI747 has successfully landed from Singapore,Arrival
Flight AI776 to Mumbai is delayed by 54 minutes,Delay
Gate update for flight AI920,Gate Change
Departure announcement for flight AI450 to Chennai,Departure
Gate update for flight AI267,Gate Change
Passengers may now board flight AI805,Boarding
Flight AI581 to London is delayed by 56 minutes,Delay
Flight AI554 from Mumbai has arrived,Arrival
Passengers are requested to follow emergency procedures,Emergency
Passengers for flight AI219 please proceed to gate 12,Gate Change
Emergency evacuation required immediately,Emergency
Due to weather conditions flight AI157 has been delayed,Delay
Passengers for flight AI110 please proceed to gate 11,Gate Change
Gate changed from 8 to 15 for flight AI900,Gate Change
Gate changed from 7 to 18 for flight AI476,Gate Change
Passengers for flight AI953 to Pune proceed to gate 16,Departure
Flight AI955 to Delhi is delayed by 45 minutes,Delay
Passengers may now board flight AI406,Boarding
Arrival completed for flight AI938 from Dubai,Arrival
Flight AI640 bound for Mumbai will depart shortly,Departure
Flight AI324 bound for Delhi will depart shortly,Departure
Flight AI854 has successfully landed from Chennai,Arrival
Passengers arriving on flight AI470 from Dubai may collect baggage,Arrival
Passengers for flight AI181 please proceed to gate 17,Gate Change
Boarding started for flight AI194 at gate 16,Boarding
Boarding started for flight AI978 at gate 13,Boarding
Boarding started for flight AI492 at gate 8,Boarding
Gate update for flight AI807,Gate Change
Airport emergency protocol has been activated,Emergency
Passengers arriving on flight AI759 from Hyderabad may collect baggage,Arrival
Flight AI375 to Chennai is delayed by 33 minutes,Delay
Boarding started for flight AI701 at gate 6,Boarding
Security alert reported near terminal,Emergency
Airport emergency protocol has been activated,Emergency
Flight AI839 scheduled for Delhi is delayed,Delay
Gate update for flight AI344,Gate Change
Passengers of flight AI823 please note the delay,Delay
Departure announcement for flight AI622 to Bangalore,Departure
Due to weather conditions flight AI267 has been delayed,Delay
Airport emergency protocol has been activated,Emergency
Passengers may now board flight AI637,Boarding
Passengers may now board flight AI583,Boarding
Airport emergency protocol has been activated,Emergency
Due to weather conditions flight AI632 has been delayed,Delay
Arrival completed for flight AI477 from Hyderabad,Arrival
Departure announcement for flight AI171 to Bangalore,Departure
Due to weather conditions flight AI654 has been delayed,Delay
Passengers arriving on flight AI293 from Singapore may collect baggage,Arrival
Airport emergency protocol has been activated,Emergency
Security alert reported near terminal,Emergency
Passengers may now board flight AI872,Boarding
Boarding started for flight AI709 at gate 15,Boarding
Flight AI659 scheduled for Kolkata is delayed,Delay
Final boarding call for flight AI892,Boarding
Flight AI273 scheduled for Dubai is delayed,Delay
Flight AI148 has successfully landed from Mumbai,Arrival
Emergency evacuation required immediately,Emergency
Final boarding call for flight AI166,Boarding
Due to weather conditions flight AI343 has been delayed,Delay
Passengers may now board flight AI661,Boarding
Passengers are requested to follow emergency procedures,Emergency
Passengers of flight AI771 please note the delay,Delay
Flight AI406 scheduled for Bangalore is delayed,Delay
Passengers are requested to follow emergency procedures,Emergency
Flight AI525 to Delhi is ready for departure,Departure
Gate update for flight AI581,Gate Change
Boarding started for flight AI955 at gate 10,Boarding
Flight AI675 scheduled for Delhi is delayed,Delay
Flight AI298 from Hyderabad has arrived,Arrival
Boarding started for flight AI858 at gate 8,Boarding
Final boarding call for flight AI526,Boarding
Emergency evacuation required immediately,Emergency
Departure announcement for flight AI979 to Chennai,Departure
Gate changed from 8 to 17 for flight AI955,Gate Change
Boarding started for flight AI745 at gate 15,Boarding
Passengers arriving on flight AI612 from London may collect baggage,Arrival
Passengers arriving on flight AI730 from Hyderabad may collect baggage,Arrival
Passengers are requested to follow emergency procedures,Emergency
Flight AI917 to Dubai is delayed by 98 minutes,Delay
Passengers are requested to follow emergency procedures,Emergency
Passengers for flight AI167 please proceed to gate 12,Gate Change
Passengers for flight AI194 to Delhi proceed to gate 10,Departure
Gate changed from 9 to 13 for flight AI235,Gate Change
Gate changed from 8 to 12 for flight AI512,Gate Change
Flight AI925 has successfully landed from Hyderabad,Arrival
Flight AI203 from London has arrived,Arrival
Passengers may now board flight AI514,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI769 bound for Hyderabad will depart shortly,Departure
Emergency evacuation required immediately,Emergency
Passengers may now board flight AI585,Boarding
Flight AI925 has successfully landed from Singapore,Arrival
Flight AI686 bound for Singapore will depart shortly,Departure
Boarding announcement for flight AI256,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI880 to Hyderabad is ready for departure,Departure
Passengers arriving on flight AI794 from Chennai may collect baggage,Arrival
Flight AI857 has successfully landed from Kolkata,Arrival
Passengers may now board flight AI260,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI771 has successfully landed from Hyderabad,Arrival
Boarding started for flight AI880 at gate 6,Boarding
Boarding started for flight AI523 at gate 7,Boarding
Flight AI501 departure gate has been changed,Gate Change
Boarding announcement for flight AI735,Boarding
Flight AI488 departure gate has been changed,Gate Change
Flight AI717 scheduled for Chennai is delayed,Delay
Arrival completed for flight AI507 from Delhi,Arrival
Flight AI222 has successfully landed from Mumbai,Arrival
Flight AI316 from Pune has arrived,Arrival
Flight AI772 has successfully landed from Dubai,Arrival
Passengers for flight AI627 please proceed to gate 20,Gate Change
Gate update for flight AI669,Gate Change
Passengers arriving on flight AI553 from Hyderabad may collect baggage,Arrival
Departure announcement for flight AI908 to Delhi,Departure
Passengers for flight AI167 please proceed to gate 14,Gate Change
Passengers may now board flight AI809,Boarding
Emergency evacuation required immediately,Emergency
Arrival completed for flight AI896 from Dubai,Arrival
Flight AI665 from Bangalore has arrived,Arrival
Departure announcement for flight AI236 to Bangalore,Departure
Security alert reported near terminal,Emergency
Gate update for flight AI716,Gate Change
Passengers for flight AI644 to London proceed to gate 4,Departure
Emergency evacuation required immediately,Emergency
Passengers of flight AI852 please note the delay,Delay
Arrival completed for flight AI669 from Delhi,Arrival
Gate update for flight AI557,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Passengers are requested to follow emergency procedures,Emergency
Flight AI349 departure gate has been changed,Gate Change
Departure announcement for flight AI474 to Pune,Departure
Departure announcement for flight AI424 to Dubai,Departure
Passengers of flight AI512 please note the delay,Delay
Gate changed from 5 to 13 for flight AI265,Gate Change
Boarding announcement for flight AI769,Boarding
Flight AI337 departure gate has been changed,Gate Change
Passengers may now board flight AI213,Boarding
Boarding announcement for flight AI783,Boarding
Boarding announcement for flight AI430,Boarding
Flight AI315 from Bangalore has arrived,Arrival
Flight AI152 scheduled for London is delayed,Delay
Boarding started for flight AI267 at gate 11,Boarding
Flight AI179 has successfully landed from Mumbai,Arrival
Gate update for flight AI709,Gate Change
Passengers of flight AI960 please note the delay,Delay
Passengers for flight AI145 to Mumbai proceed to gate 4,Departure
Arrival completed for flight AI862 from Delhi,Arrival
Emergency evacuation required immediately,Emergency
Airport emergency protocol has been activated,Emergency
Flight AI685 to Mumbai is ready for departure,Departure
Gate update for flight AI856,Gate Change
Flight AI216 has successfully landed from Dubai,Arrival
Due to weather conditions flight AI708 has been delayed,Delay
Passengers arriving on flight AI927 from Dubai may collect baggage,Arrival
Emergency evacuation required immediately,Emergency
Gate update for flight AI571,Gate Change
Security alert reported near terminal,Emergency
Boarding started for flight AI473 at gate 14,Boarding
Flight AI776 scheduled for Pune is delayed,Delay
Due to weather conditions flight AI802 has been delayed,Delay
Flight AI332 departure gate has been changed,Gate Change
Boarding started for flight AI864 at gate 1,Boarding
Flight AI150 from Chennai has arrived,Arrival
Flight AI849 has successfully landed from Delhi,Arrival
Flight AI816 from Dubai has arrived,Arrival
Emergency evacuation required immediately,Emergency
Final boarding call for flight AI935,Boarding
Security alert reported near terminal,Emergency
Flight AI853 to Bangalore is ready for departure,Departure
Due to weather conditions flight AI777 has been delayed,Delay
Departure announcement for flight AI672 to Delhi,Departure
Passengers arriving on flight AI135 from Mumbai may collect baggage,Arrival
Passengers may now board flight AI801,Boarding
Security alert reported near terminal,Emergency
Flight AI794 to Singapore is delayed by 56 minutes,Delay
Flight AI245 from Dubai has arrived,Arrival
Boarding announcement for flight AI743,Boarding
Emergency evacuation required immediately,Emergency
Boarding started for flight AI634 at gate 11,Boarding
Gate changed from 8 to 13 for flight AI510,Gate Change
Final boarding call for flight AI944,Boarding
Passengers for flight AI569 to Chennai proceed to gate 2,Departure
Passengers may now board flight AI446,Boarding
Flight AI580 has successfully landed from Delhi,Arrival
Flight AI407 to Chennai is delayed by 57 minutes,Delay
Airport emergency protocol has been activated,Emergency
Passengers are requested to follow emergency procedures,Emergency
Flight AI385 bound for Mumbai will depart shortly,Departure
Emergency evacuation required immediately,Emergency
Flight AI620 bound for Chennai will depart shortly,Departure
Flight AI653 has successfully landed from Dubai,Arrival
Flight AI747 from Delhi has arrived,Arrival
Emergency evacuation required immediately,Emergency
Flight AI351 bound for Bangalore will depart shortly,Departure
Due to weather conditions flight AI537 has been delayed,Delay
Gate update for flight AI873,Gate Change
Passengers of flight AI206 please note the delay,Delay
Flight AI711 bound for Singapore will depart shortly,Departure
Passengers are requested to follow emergency procedures,Emergency
Boarding started for flight AI889 at gate 1,Boarding
Passengers are requested to follow emergency procedures,Emergency
Final boarding call for flight AI947,Boarding
Flight AI130 to Delhi is delayed by 96 minutes,Delay
Passengers are requested to follow emergency procedures,Emergency
Passengers for flight AI425 to Pune proceed to gate 12,Departure
Flight AI691 from London has arrived,Arrival
Passengers are requested to follow emergency procedures,Emergency
Flight AI673 to Pune is delayed by 14 minutes,Delay
Gate changed from 5 to 16 for flight AI525,Gate Change
Boarding started for flight AI482 at gate 7,Boarding
Boarding announcement for flight AI920,Boarding
Gate update for flight AI317,Gate Change
Boarding announcement for flight AI602,Boarding
Flight AI228 scheduled for Hyderabad is delayed,Delay
Boarding announcement for flight AI215,Boarding
Final boarding call for flight AI389,Boarding
Passengers of flight AI455 please note the delay,Delay
Due to weather conditions flight AI503 has been delayed,Delay
Arrival completed for flight AI607 from Hyderabad,Arrival
Departure announcement for flight AI573 to Mumbai,Departure
Gate changed from 3 to 15 for flight AI990,Gate Change
Passengers for flight AI691 please proceed to gate 20,Gate Change
Passengers for flight AI919 please proceed to gate 20,Gate Change
Emergency evacuation required immediately,Emergency
Flight AI929 departure gate has been changed,Gate Change
Flight AI375 has successfully landed from Mumbai,Arrival
Flight AI312 has successfully landed from Dubai,Arrival
Passengers for flight AI751 please proceed to gate 12,Gate Change
Flight AI499 bound for Hyderabad will depart shortly,Departure
Flight AI496 departure gate has been changed,Gate Change
Due to weather conditions flight AI100 has been delayed,Delay
Boarding started for flight AI161 at gate 20,Boarding
Passengers of flight AI197 please note the delay,Delay
Flight AI940 has successfully landed from Bangalore,Arrival
Gate changed from 7 to 14 for flight AI642,Gate Change
Departure announcement for flight AI676 to Hyderabad,Departure
Gate changed from 2 to 13 for flight AI627,Gate Change
Gate changed from 5 to 17 for flight AI403,Gate Change
Airport emergency protocol has been activated,Emergency
Flight AI334 scheduled for Hyderabad is delayed,Delay
Flight AI714 to Mumbai is delayed by 69 minutes,Delay
Passengers of flight AI476 please note the delay,Delay
Flight AI914 to Mumbai is delayed by 34 minutes,Delay
Final boarding call for flight AI160,Boarding
Flight AI446 from Delhi has arrived,Arrival
Departure announcement for flight AI459 to Kolkata,Departure
Arrival completed for flight AI841 from Singapore,Arrival
Flight AI135 bound for Chennai will depart shortly,Departure
Flight AI194 from Singapore has arrived,Arrival
Airport emergency protocol has been activated,Emergency
Gate changed from 4 to 16 for flight AI206,Gate Change
Emergency evacuation required immediately,Emergency
Departure announcement for flight AI977 to Pune,Departure
Flight AI477 to London is ready for departure,Departure
Departure announcement for flight AI193 to London,Departure
Security alert reported near terminal,Emergency
Passengers for flight AI396 please proceed to gate 17,Gate Change
Passengers may now board flight AI604,Boarding
Boarding started for flight AI366 at gate 1,Boarding
Arrival completed for flight AI463 from Kolkata,Arrival
Passengers arriving on flight AI881 from London may collect baggage,Arrival
Emergency evacuation required immediately,Emergency
Final boarding call for flight AI698,Boarding
Emergency evacuation required immediately,Emergency
Flight AI906 bound for Kolkata will depart shortly,Departure
Gate update for flight AI272,Gate Change
Passengers arriving on flight AI140 from Hyderabad may collect baggage,Arrival
Flight AI920 has successfully landed from Pune,Arrival
Airport emergency protocol has been activated,Emergency
Passengers of flight AI125 please note the delay,Delay
Passengers for flight AI355 to Bangalore proceed to gate 17,Departure
Flight AI698 bound for Bangalore will depart shortly,Departure
Emergency evacuation required immediately,Emergency
Passengers are requested to follow emergency procedures,Emergency
Passengers are requested to follow emergency procedures,Emergency
Final boarding call for flight AI676,Boarding
Flight AI226 to Mumbai is delayed by 49 minutes,Delay
Passengers for flight AI459 to Delhi proceed to gate 9,Departure
Boarding announcement for flight AI275,Boarding
Final boarding call for flight AI824,Boarding
Boarding announcement for flight AI953,Boarding
Flight AI590 to Bangalore is delayed by 22 minutes,Delay
Passengers may now board flight AI916,Boarding
Gate changed from 7 to 19 for flight AI737,Gate Change
Passengers arriving on flight AI630 from Dubai may collect baggage,Arrival
Gate changed from 7 to 11 for flight AI165,Gate Change
Emergency evacuation required immediately,Emergency
Final boarding call for flight AI782,Boarding
Flight AI686 bound for Singapore will depart shortly,Departure
Airport emergency protocol has been activated,Emergency
Flight AI214 has successfully landed from Mumbai,Arrival
Passengers for flight AI893 please proceed to gate 16,Gate Change
Gate update for flight AI636,Gate Change
Boarding announcement for flight AI638,Boarding
Passengers of flight AI683 please note the delay,Delay
Flight AI746 to Pune is ready for departure,Departure
Flight AI889 to Hyderabad is ready for departure,Departure
Flight AI258 departure gate has been changed,Gate Change
Gate changed from 5 to 19 for flight AI461,Gate Change
Passengers arriving on flight AI284 from Bangalore may collect baggage,Arrival
Boarding announcement for flight AI753,Boarding
Flight AI892 to Chennai is ready for departure,Departure
Boarding started for flight AI657 at gate 12,Boarding
Gate changed from 1 to 15 for flight AI466,Gate Change
Due to weather conditions flight AI317 has been delayed,Delay
Arrival completed for flight AI384 from Mumbai,Arrival
Passengers arriving on flight AI727 from London may collect baggage,Arrival
Emergency evacuation required immediately,Emergency
Passengers are requested to follow emergency procedures,Emergency
Boarding announcement for flight AI585,Boarding
Airport emergency protocol has been activated,Emergency
Departure announcement for flight AI755 to Dubai,Departure
Final boarding call for flight AI677,Boarding
Flight AI485 departure gate has been changed,Gate Change
Passengers for flight AI244 please proceed to gate 19,Gate Change
Flight AI320 bound for Delhi will depart shortly,Departure
Boarding announcement for flight AI893,Boarding
Departure announcement for flight AI355 to Mumbai,Departure
Flight AI844 to Chennai is ready for departure,Departure
Departure announcement for flight AI107 to Mumbai,Departure
